Date,Open,High,Low,Close,Adj Close,Volume
2020-09-25,30.240000,30.480000,29.969999,30.299999,29.068039,9350100
2020-09-28,30.700001,31.770000,30.120001,30.510000,29.269501,30583200
2020-09-29,30.459999,30.680000,29.750000,29.760000,28.549995,18462900
2020-09-30,29.990000,30.110001,29.469999,29.620001,28.415689,14197000
2020-10-01,29.820000,29.900000,29.160000,29.790001,28.578777,12008700
2020-10-02,29.410000,30.740000,29.309999,29.709999,28.502026,16976600
2020-10-05,29.900000,30.379999,29.340000,30.230000,29.000883,12546800
2020-10-06,30.510000,30.799999,29.879999,30.030001,28.809017,10742500
2020-10-07,30.200001,30.440001,29.730000,29.809999,28.597961,12409900
2020-10-08,29.910000,31.490000,29.650000,31.250000,29.979414,18198100
2020-10-09,31.110001,31.670000,30.629999,31.040001,29.777952,13876600
2020-10-13,31.080000,31.430000,30.680000,31.049999,29.787544,10799300
2020-10-14,31.110001,31.530001,30.850000,30.850000,29.595678,10373800
2020-10-15,30.450001,31.440001,30.219999,31.059999,29.797138,12754200
2020-10-16,30.910000,31.020000,30.250000,30.270000,29.039261,12579700
2020-10-19,30.420000,31.170000,30.309999,30.600000,29.355844,15590100
2020-10-20,30.920000,32.040001,30.920000,32.009998,30.708511,21592700
2020-10-21,31.940001,32.470001,31.799999,32.250000,30.938755,16204800
2020-10-22,32.110001,33.680000,32.049999,33.650002,32.281834,30028100
2020-10-23,33.669998,34.290001,33.330002,33.529999,32.166710,19088500
2020-10-26,33.340000,33.830002,32.860001,33.500000,32.137932,14370500
2020-10-27,33.790001,34.099998,32.540001,32.779999,31.447205,15328900
2020-10-28,31.950001,32.040001,31.100000,31.139999,29.873884,15388500
2020-10-29,31.120001,31.299999,30.040001,30.959999,29.701202,19448700
2020-10-30,30.690001,30.870001,29.610001,29.799999,28.588367,21981900
2020-11-03,30.420000,30.760000,29.900000,30.100000,28.876171,17154400
2020-11-04,30.410000,30.850000,30.070000,30.320000,29.087225,13726100
2020-11-05,30.650000,31.129999,30.440001,30.690001,29.442183,18692500
2020-11-06,30.500000,30.660000,30.180000,30.490000,29.250311,12861600
2020-11-09,32.130001,32.959999,32.000000,32.700001,31.370461,33781000
2020-11-10,32.770000,34.820000,32.730000,34.369999,32.972557,42044300
2020-11-11,34.330002,34.770000,33.360001,34.160000,32.771091,27125800
2020-11-12,33.990002,34.130001,32.380001,32.730000,31.399239,24995400
2020-11-13,32.990002,33.169998,32.400002,33.049999,31.706224,17339500
2020-11-16,33.560001,34.250000,33.450001,33.900002,32.521667,23210900
2020-11-17,33.619999,34.410000,33.400002,34.200001,32.999069,18689500
2020-11-18,34.070000,34.650002,33.779999,34.279999,33.076252,20020100
2020-11-19,34.200001,35.099998,33.990002,34.619999,33.404316,21003100
2020-11-23,34.560001,35.070000,34.310001,34.520000,33.307827,17514500
2020-11-24,34.740002,36.060001,34.740002,35.439999,34.195522,22541800
2020-11-25,35.400002,35.630001,34.650002,35.340000,34.099037,13708100
2020-11-26,35.070000,35.189999,34.410000,34.779999,33.558701,9168500
2020-11-27,34.889999,35.310001,34.500000,34.610001,33.394669,9632200
2020-11-30,34.500000,34.580002,33.750000,33.860001,32.671005,19409500
2020-12-01,34.529999,35.369999,34.340000,34.790001,33.568352,19383800
2020-12-02,34.790001,35.330002,34.549999,34.939999,33.713085,12292600
2020-12-03,34.990002,35.880001,34.880001,35.240002,34.002552,21574900
2020-12-04,35.599998,35.980000,35.220001,35.980000,34.716564,14127700
2020-12-07,35.810001,37.270000,35.610001,36.150002,34.880592,23995800
2020-12-08,36.520000,37.580002,36.060001,36.459999,35.179707,18974300
2020-12-09,36.619999,36.900002,35.939999,35.959999,34.697262,12855300
2020-12-10,36.250000,38.000000,36.230000,37.830002,36.501602,26352300
2020-12-11,37.400002,38.730000,37.169998,38.490002,37.138424,24970200
2020-12-14,38.590000,39.330002,38.400002,38.500000,37.261322,24822600
2020-12-15,38.500000,39.500000,38.500000,38.990002,37.735561,15248300
2020-12-16,39.220001,39.790001,38.240002,39.349998,38.083973,26509000
2020-12-17,39.369999,39.770000,38.910000,39.389999,38.122684,11508700
2020-12-18,39.290001,39.630001,38.900002,39.099998,37.842018,12473800
2020-12-21,38.110001,38.480000,37.669998,37.790001,36.574169,18718600
2020-12-22,38.139999,38.860001,38.000000,38.290001,37.058079,10770400
2020-12-23,38.570000,39.180000,38.270000,38.919998,37.667812,9176300
2020-12-28,39.320000,39.549999,39.200001,39.349998,38.083973,7577200
2020-12-29,39.500000,39.599998,38.950001,39.119999,37.861374,7301400
2020-12-30,39.279999,39.349998,38.660000,38.799999,37.551670,8594000
2021-01-04,39.230000,39.290001,37.500000,37.590000,36.380604,13874600
2021-01-05,37.450001,37.450001,36.700001,37.200001,36.003147,15954000
2021-01-06,37.529999,38.730000,37.380001,38.049999,36.825802,20566700
2021-01-07,38.119999,39.700001,37.919998,39.560001,38.287220,21878700
2021-01-08,39.849998,40.560001,39.290001,39.790001,38.509823,16240300
2021-01-11,39.549999,39.900002,38.799999,39.139999,37.880733,16880700
2021-01-12,39.660000,39.790001,38.889999,39.500000,38.229149,15519000
2021-01-13,39.500000,39.700001,37.240002,37.549999,36.341885,34866200
2021-01-14,37.759998,38.150002,36.840000,37.459999,36.254780,39535200
2021-01-15,37.200001,37.450001,36.299999,36.299999,35.132107,29147400
2021-01-18,36.660000,37.029999,35.810001,35.930000,34.774010,23849800
2021-01-19,36.299999,36.330002,35.040001,35.320000,34.183636,19512600
2021-01-20,35.490002,35.580002,34.509998,34.529999,33.419052,22693600
2021-01-21,34.549999,34.810001,33.730000,34.180000,33.080315,23303500
2021-01-22,33.619999,33.820000,33.240002,33.689999,32.606075,20405700
2021-01-26,33.959999,34.240002,32.610001,32.790001,31.735037,26922300
2021-01-27,32.730000,34.029999,32.520000,33.750000,32.664146,25080200
2021-01-28,33.570000,34.950001,33.480000,34.540001,33.428730,20932100
2021-01-29,34.099998,34.669998,33.650002,33.860001,32.770607,17492800
2021-02-01,34.320000,34.500000,33.830002,34.290001,33.186775,16762600
2021-02-02,34.759998,35.099998,33.840000,34.060001,32.964172,19800900
2021-02-03,34.299999,34.740002,34.180000,34.330002,33.225487,10473000
2021-02-04,34.599998,34.720001,34.020000,34.189999,33.089989,10074200
2021-02-05,34.279999,34.480000,33.799999,33.959999,32.867393,12743600
2021-02-08,33.939999,34.250000,33.599998,33.869999,32.780285,11651600
2021-02-09,33.770000,34.500000,33.650002,34.279999,33.177097,15307000
2021-02-10,34.279999,34.480000,33.750000,33.810001,32.722218,14228800
2021-02-11,34.000000,34.360001,33.759998,33.939999,32.848034,9944000
2021-02-12,33.759998,34.139999,33.200001,33.750000,32.664146,17673000
2021-02-17,null,null,null,null,null,null
2021-02-18,33.360001,33.630001,33.029999,33.259998,32.189911,17165700
2021-02-19,33.119999,33.410000,32.529999,32.630001,31.580183,27407500
2021-02-22,29.500000,29.860001,28.559999,28.830000,27.902441,102036100
2021-02-23,29.600000,30.780001,29.520000,30.430000,29.903048,47768000
2021-02-24,30.750000,30.879999,29.770000,30.309999,29.785126,20598000
2021-02-25,30.440001,31.080000,29.320000,29.459999,28.949844,27312700
2021-02-26,29.610001,29.840000,27.910000,28.049999,27.564260,46859800
2021-03-01,28.650000,28.790001,27.719999,27.860001,27.377552,27784400
2021-03-02,27.450001,29.389999,27.020000,28.930000,28.429024,36337300
2021-03-03,28.799999,29.680000,28.010000,28.990000,28.487984,26952400
2021-03-04,29.209999,30.469999,29.100000,30.040001,29.519802,23946500
2021-03-05,30.150000,31.040001,30.049999,30.600000,30.070105,23139000
2021-03-08,29.990000,30.770000,29.070000,29.200001,28.694347,24768200
2021-03-09,29.469999,29.950001,28.850000,28.990000,28.487984,23057100
2021-03-10,29.180000,29.910000,28.660000,29.900000,29.382225,20780600
2021-03-11,30.299999,30.620001,29.570000,30.049999,29.529629,21384600
2021-03-12,29.799999,30.120001,29.660000,30.000000,29.624144,12314700
2021-03-15,29.799999,30.180000,29.600000,29.790001,29.416777,14587900
2021-03-16,29.889999,29.920000,29.260000,29.870001,29.495773,18523300
2021-03-17,29.650000,30.950001,29.540001,30.700001,30.315374,22104500
2021-03-18,30.709999,31.410000,30.410000,30.440001,30.058632,21730400
2021-03-19,30.170000,30.930000,29.850000,30.700001,30.315374,27673400
2021-03-22,30.520000,31.049999,30.230000,30.790001,30.404247,12402700
2021-03-23,30.770000,30.780001,29.680000,29.680000,29.308153,21461200
2021-03-24,29.879999,30.290001,29.100000,29.139999,28.774918,18283900
2021-03-25,29.200001,29.840000,29.010000,29.559999,29.189655,17762400
2021-03-26,29.600000,29.920000,29.209999,29.660000,29.288403,14529400
2021-03-29,29.610001,30.070000,29.299999,29.799999,29.426649,14545000
2021-03-30,29.639999,30.780001,29.610001,30.719999,30.335123,17422000
2021-03-31,30.650000,30.740000,30.230000,30.450001,30.068506,12643900
2021-04-01,30.770000,30.799999,29.900000,29.950001,29.574772,13052600
2021-04-05,30.160000,30.350000,29.620001,29.910000,29.535271,12635500
2021-04-06,29.980000,30.100000,29.450001,29.549999,29.179781,14016800
2021-04-07,29.520000,29.940001,29.240000,29.360001,28.992163,19772700
2021-04-08,29.520000,29.590000,29.000000,29.110001,28.745295,18141200
2021-04-09,29.110001,29.680000,29.080000,29.190001,28.824293,21380900
2021-04-12,29.450001,29.549999,29.230000,29.549999,29.179781,9720900
2021-04-13,29.440001,29.680000,29.129999,29.549999,29.179781,13289400
2021-04-14,29.620001,29.860001,29.309999,29.600000,29.229156,19795800
2021-04-15,29.629999,30.070000,29.350000,29.639999,29.268654,18247900
2021-04-16,29.590000,29.850000,29.500000,29.770000,29.397026,12978300
2021-04-19,29.799999,30.190001,29.570000,29.620001,29.248905,21502100
2021-04-20,29.629999,30.459999,29.629999,30.100000,29.722891,23616900
2021-04-22,30.410000,30.420000,29.650000,29.830000,29.456274,17866100
2021-04-23,29.910000,30.290001,29.830000,30.070000,29.693266,14247700
2021-04-26,30.150000,30.549999,29.879999,30.100000,29.722891,9847700
2021-04-27,30.059999,30.100000,29.660000,29.770000,29.397026,12904800
2021-04-28,29.990000,30.370001,29.850000,30.299999,29.920385,15213600
2021-04-29,30.299999,30.520000,29.570000,29.639999,29.268654,14692400
2021-04-30,29.670000,29.850000,29.440001,29.639999,29.268654,12656100
2021-05-03,29.820000,30.030001,29.549999,29.750000,29.377275,10099500
2021-05-04,29.900000,29.969999,29.190001,29.370001,29.002037,12237700
2021-05-05,29.580000,29.580000,28.809999,29.260000,28.893415,16210900
2021-05-06,29.230000,29.430000,28.950001,29.209999,28.844040,15660500
2021-05-07,30.000000,30.480000,29.760000,29.940001,29.564896,26800800
2021-05-10,30.040001,30.559999,29.900000,30.330000,29.950008,14576400
2021-05-11,30.100000,30.549999,30.030001,30.549999,30.167252,11218800
2021-05-12,30.350000,30.830000,30.180000,30.350000,29.969759,13799900
2021-05-13,30.500000,31.350000,30.400000,31.160000,30.769611,22033900
2021-05-14,31.600000,31.730000,30.959999,31.160000,30.769611,12084500
2021-05-17,31.340000,31.860001,31.139999,31.709999,31.312719,12550500
2021-05-18,31.709999,32.369999,31.709999,32.150002,31.747210,14836600
2021-05-19,31.799999,32.799999,31.530001,32.700001,32.290318,14952800
2021-05-20,32.750000,33.000000,32.560001,32.799999,32.389065,17411700
2021-05-21,33.000000,33.220001,32.700001,33.080002,32.665558,14726800
2021-05-24,32.939999,33.029999,32.779999,32.880001,32.880001,11099200
2021-05-25,32.939999,33.020000,32.209999,32.439999,32.439999,9570500
2021-05-26,32.590000,33.090000,32.259998,32.980000,32.980000,16118700
2021-05-27,32.939999,33.599998,32.689999,33.430000,33.430000,17922800
